Lost,VDSS,V/VDSS,CISS,COSS,CRSS,IDSS,VGS,RDS(ON),LETth,FAILURE MODE,ION
426,325,1.0508939281932745,3706,1434.825954330118,190.50144587705074,1,2.527595707811175,-0.03212864892043077,-1.2257906772696003,0,1
427,1219,0.45869059629658393,2541,1788.1784641373717,49.36621610526047,11,-2.281722658152648,0.34115274860566314,-3.4452081620245636,1,0
428,355,0.9892480710569714,11409,1187.090974436504,242.25743190205264,26,-4.767050491544982,0.19293143075537478,-7.1843172546324965,0,0
429,410,0.11672075394158632,4673,1167.9964302716228,27.036980891593487,65,3.368995754606116,0.2838982871614233,-1.7718219193203169,1,3
430,-60,1.022319240413823,2091,2905.375354110021,298.45491749053286,26,-4.480098132605764,1.1343657210943672,-12.332282513990265,2,1
431,462,-0.32241982108570155,3056,763.7031395880829,520.9349087286981,10,1.0203641194686375,0.24960836151049287,21.933749755972322,2,0
432,2224,0.9563288526845684,1081,279.354499557085,184.32714857005334,40,0.39430054532469394,0.8812245892693955,-9.401673279285482,1,0
433,1776,0.5612765878073531,4387,-261.7246840662448,668.5699190082805,15,4.13031701611634,0.04850847603049893,-24.256107325446393,0,0
434,-202,0.9052159686288728,-1274,1032.0075270425107,208.48229475347654,44,-0.26508331429858445,0.8176270477173603,23.470318569640824,0,2
435,1015,0.381700041958809,10670,620.3411221359925,163.94973203482323,26,0.17385212823563245,0.20495111539837021,-13.689110783631413,2,2
436,2107,0.8886787016918654,3242,-348.58782226018354,-12.291626025363215,-1,0.8979909577967393,0.5248777837126853,-20.69147526197365,1,0
437,1332,0.3710986537690215,13116,299.7471199948582,57.15976027271347,20,2.7128640426462116,0.007076192362533373,-5.580057841665756,1,2
438,633,0.30128009102566355,1564,570.9017272797821,138.12629732360554,18,3.4039801197103223,0.38865330310832397,8.588665060224457,2,0
439,1802,0.27520463310307114,9933,2422.8057295206054,78.54713277897689,52,3.870661036331305,0.3001418638279505,-11.386200169668555,0,0
440,1339,-0.3562728885824067,3373,-32.336324235071686,451.23981063181174,36,2.588045446945314,-0.18018040373041935,-5.945711324793251,0,0
441,1771,-0.03870241221968007,4097,1674.884832975987,654.2783352209574,13,6.662069383005656,0.0825005649118771,0.015631782360138402,0,3
442,1728,-0.2905137136024032,6370,1592.0803199134334,475.01047755735465,56,5.1975416900229,0.26385498565502163,3.1281748587589178,0,2
443,849,0.08246476595341973,8370,1050.0015680177607,808.8405156813515,80,0.030880529628734,0.35994885297390433,7.6237678973944725,0,2
444,630,0.09592393003114924,2635,1508.0599372218649,181.69952210895144,75,-1.31103624007285,0.1622780584538039,-6.040810154769069,0,0
445,83,-0.4298320315267422,15093,340.4747198734036,269.1109664810056,28,1.9892520229072759,1.4587813547114759,-19.81519891060134,1,2
446,146,0.3143103378485005,2257,557.1299420778298,-2.289767008126063,33,3.5604690975669406,0.20960231208713487,5.09501753762763,2,2
447,672,1.039527689402633,4245,495.03700881053385,140.94732739477843,2,0.43827990870110733,-0.06827004246203261,-3.3794691581910854,0,2
448,164,1.090051822077029,11813,586.9946077078184,574.1136821527134,11,-4.249865869451274,0.30256383853394,58.168426484853995,0,0
449,953,-0.6289577718136431,2142,70.17829243685412,212.9172872474013,27,3.0710408899826183,0.5767876048723689,-18.20382026914288,1,2
450,322,0.06541902657952259,1515,674.4626635018715,205.56052767269654,65,6.033781419965053,1.243652378675811,12.184620530537462,1,3
451,406,-0.063889109460189,6072,572.0737476803613,-5.691031441686448,17,2.237291534887368,0.05809448640961711,11.414407499935322,1,2
452,717,0.7386597716631385,3758,2965.835349967725,582.1443645024104,95,3.7969566797397296,0.32577642627612835,2.7311440352419893,0,0
453,851,0.9009758554348641,2322,477.491039690253,158.71780264704577,49,1.729668615056336,1.0926411870642483,-9.429275271232335,0,0
454,136,0.02853597664343449,9398,364.2889143366266,167.33575855687008,28,3.107292069429695,0.786912500799442,-12.059670395814322,0,2
455,1687,0.22102683040070287,3923,309.4219635669453,293.7504622443757,-2,4.0837234156912645,0.5626955995254059,7.054918768963027,0,0
456,420,-0.033925736782696836,4324,1230.1063459750192,139.79967514868642,26,3.9369677247483956,0.06350359798938596,12.401355494224372,1,2
457,-71,0.7007252123077612,14793,827.220506598941,-5.5319232145351975,36,5.1195949532062315,0.8511421618414287,24.720685009509534,1,2
458,361,0.33370959610047746,541,636.1233212446049,34.52280509570981,34,1.4344087549246431,0.3560191509544761,-25.06745167868406,0,1
459,358,1.3263287956157739,3151,2367.5024416927245,279.0935678885543,1,1.490269147587586,0.37754831250160537,49.385702564087296,1,1
460,565,-0.6521726272626535,14889,26.44730639670314,733.2903905751699,55,4.963166611193318,0.6214770103671139,13.661367050471384,1,1
461,-245,-0.5299991846016535,5451,66.08872182674727,590.161686433523,32,0.6600867328238003,0.01703107765477012,-19.58089159757614,1,2
462,506,0.7759312081589882,5270,2055.047400358606,630.9454227753772,79,4.144194827760199,1.2373775279183046,11.014713957120001,0,0
463,2043,0.18502553825632329,3225,-67.13019218783944,200.50536213847082,78,-1.7724548397005717,-0.00333209874686112,-19.552242895267426,2,0
464,-196,1.1156187097570005,-1882,2942.5216890666597,185.85547677970425,13,-1.7016052312543402,1.0776280752959737,-18.717922850079212,1,0
465,2125,0.7281904309914407,11029,378.7468363015705,224.50244488903047,21,1.7663551384495224,0.25028952342579525,13.38035528139542,2,0
466,511,0.47237066195432187,4321,-87.11417790785805,124.45112006472604,39,3.811086159529072,0.18181330892864794,-12.93113267853763,2,0
467,1546,1.238629134745831,6729,3241.572262124838,159.68100527977495,36,3.7173392844680615,1.1443822969562496,42.843790268634876,1,0
468,1751,0.5222450112483945,678,2800.07220200712,507.5354309968827,86,5.529271219977969,0.2855155624399732,12.792148003886183,0,2
469,615,0.6811193687897232,13913,-152.42455607023572,775.3449971890174,39,1.2682116921368987,1.3014905318578445,-4.906827320183005,2,2
470,267,-0.15520683907184052,-938,-636.7629074815814,664.058770022807,34,7.690695502765704,0.1889094679864246,2.146728086486199,1,0
471,285,-0.42515527442505296,2082,3022.8163942918745,751.6092036329311,5,2.0812528847471583,0.5236309735827497,24.614434918856098,1,0
472,540,-0.2568499197572848,4958,196.5818310637618,867.3529677588556,36,-4.556851567090311,0.43609233757017785,30.726726044930317,1,0
473,665,-0.09106404073279506,8226,146.4811175112032,129.04227281407637,18,2.0773871232093097,1.0044267726427063,-23.40297845436647,1,3
474,180,0.48501250510139426,11178,-33.07936114894102,34.3290072560267,38,-8.268623643372063,0.8207861844635012,5.026877492086225,0,2
475,718,1.056644905205106,4766,730.7339104705034,246.8998435637322,45,2.577791173416485,0.4359031602031121,-3.2780740857332518,1,1
476,1729,-0.5351621535557444,4320,433.7844043481109,520.2543304661543,6,4.890259625925757,0.38188515780058063,0.24103806223183,0,3
477,399,0.13365378199051003,4267,2.5889772835268445,182.22634881202939,11,3.4614824814369523,-0.05534667088349593,-6.57318222610531,0,2
478,-131,-0.08192432985846188,1187,307.43165690854124,836.3287616659111,33,-2.254446993537509,0.9636356946190185,-1.3587668390804382,1,1
479,64,0.5363653726353127,13036,221.4316312453146,231.24918171836907,14,-5.312603306265629,0.5999379147122111,-9.927169821870734,1,1
480,728,0.43890114207881276,3548,197.67123566482664,814.396794970165,-2,4.199884307025611,0.44181143948496415,-14.848018908093927,1,0
481,619,0.3399976048227944,10452,-433.481358127209,534.34781988685,23,4.928176796928292,0.25514561991973417,29.569049403174066,0,0
482,119,0.3627850296640307,7393,978.787959612248,78.01600353547667,31,3.7387332313229367,0.32189626470605803,-1.033923074832252,2,0
483,131,0.30646735492345745,2184,2452.114472868848,118.93584552506016,87,3.0081668593916318,0.2119093347506901,3.063336744950629,0,2
484,403,0.04634385739942326,14917,-271.649185726828,80.81862602915581,14,3.131191681082619,0.13724969613083743,-4.017403168044005,0,2
485,524,0.23912806966773398,2502,422.87196460916806,73.48281613323694,50,4.078100361473274,0.12697435323519432,-14.43290636282979,0,1
486,1040,-0.3196120141459796,4213,617.5704024404922,219.6922092283212,2,2.6873633080531687,0.23586629427306074,-19.503083463959562,0,3
487,729,-0.6137981964104563,11203,2337.5926282243468,280.1284062928897,38,4.394272269528767,-0.2142475498184161,36.911318089988214,2,0
488,1993,0.27522499625636815,4277,743.0402177506451,77.2586483355534,42,3.322927589496216,0.9926464303619578,7.493186784674986,2,0
489,496,-0.0621869376315648,2539,41.80895294926739,62.85154194892041,13,-3.019328773854732,0.2966871442137259,-3.154849908629643,1,2
490,577,-0.2077688128453472,6215,420.7318202596673,302.0302810019931,15,4.3516571396510395,0.3043524124551201,-15.780130465639232,1,2
491,2227,-0.42923565129838603,6733,10.354869572794485,119.46872495691932,38,-1.9504430834270456,0.157120279589588,-5.917434164712219,0,1
492,671,0.6889308778303717,7205,870.5664867387098,245.42102004748736,60,3.508787507566692,0.03453409574491022,-9.760646992470129,2,2
493,-79,0.421909083380646,3409,3251.936867391698,976.0093826964569,24,3.610976048038334,0.12578625884220768,7.617539571233646,0,1
494,1967,0.3748132861094339,9917,-337.94036823427723,423.9112204325421,35,6.476203826048268,0.22992059314323557,-15.073912587447097,0,2
495,-191,-0.5720932065448497,790,-141.80958458491364,398.61818369791587,33,9.754887569675594,0.4822490318687447,-0.3620508797732853,1,0
496,1579,0.06928591310215121,8279,340.7544518834193,197.23755210098582,35,3.890197010098687,0.6931461345203168,17.943331298345004,1,1
497,386,0.22905488133087837,3113,-217.29205888313993,87.65744945824281,95,4.1830311977614585,0.06596263408175539,4.203318188728787,1,0
498,-33,-0.045206063018794373,4563,105.15338851878505,233.53142475720293,54,5.729348458407215,1.2534708964064478,-9.453173826135519,1,1
499,1504,0.984079507615039,13705,1099.7188174879461,437.09322023961954,31,6.926251319722955,0.45510847930086296,8.924527248816176,2,0
500,415,0.8758061763916352,5848,442.3870924522347,36.917450918780794,52,-8.635075840628645,0.7837543267897754,1.8387615280535385,0,2
501,521,-0.18024518457881977,7295,192.22090147154933,593.9394482159635,80,-5.865438542423026,-0.00641969518504977,2.332457252011359,1,0
502,-227,0.4518348301932325,247,979.5322639664821,73.48588613969937,86,-2.596214153763892,0.323262108174439,4.139464861577739,1,0
503,477,-0.2383600200744439,6017,2377.6412300041407,-34.39602461821727,9,4.390667939319237,0.3226116639014888,4.023579642240293,1,0
504,-60,1.0045128071826603,1354,-55.589545632078966,92.61281259419037,39,4.424632558100493,0.029537399973885325,-19.35972809023992,1,2
505,399,0.04602031603964202,2534,365.1074669317317,20.170327769032056,41,3.184767865691769,0.15710487197510195,-4.262209545309524,1,1
506,675,0.6804410469195217,17556,832.7829999387027,836.6387525801742,25,0.7323478010165394,0.30884495396500805,-1.200218184802992,1,3
507,523,-0.37814890093414555,-846,897.0891973007788,112.75093573815869,30,4.741485531919625,0.24359841201257365,11.876380309281185,0,0
508,671,0.21702213560239964,11352,-1036.1868499959965,222.6498104061675,10,4.32418212580993,0.11991675796603998,4.231115939483775,0,3
509,357,0.27684608713358405,4776,573.4264368004729,859.1187641329784,-1,1.5843639705310417,0.9707250536316563,-5.259352977932394,1,1
510,165,0.3751676362746356,335,256.2659186634664,197.91817366655079,28,-3.5065226273792334,0.25792347855434616,15.693515267241278,2,0
511,1284,0.33535081539723477,15549,484.48818186925024,256.06410512777103,10,-0.6147879371515617,0.3326893178331345,-8.214847551736462,1,0
512,1018,0.9426298298309237,11497,2813.864771132632,393.5990224393035,36,1.4123396854187598,0.5149654925446361,-16.96283327298429,1,1
513,611,0.8878058050994301,12124,782.2075471122323,426.526272927323,16,0.2514503896481819,1.357833256514887,-14.54158446196574,1,2
514,652,0.2837085871615488,1894,200.33221878924115,293.8523638020542,53,3.0860419074305305,0.0007861153062856951,-4.947645029217746,1,3
515,447,0.27340199522705655,1850,-115.88795761585538,748.4278665110937,27,2.3154302445047494,0.6594006607963969,-17.504374047681083,0,2
516,237,0.5883100528699267,12555,250.1036473742712,34.37885943870742,45,-1.2997066118512077,0.004425379418820444,20.572667727331982,0,0
517,489,0.5749045841387872,10485,655.6201767575036,18.032959194520856,44,3.281505575534432,0.15897412248590853,-22.072417820714698,0,0
518,479,0.8844720380580275,3473,817.8068734168363,81.42571924067997,24,5.522035912460317,0.23237608100903248,1.2852075546616817,0,2
519,410,-0.0639983780234138,168,435.6030862135847,239.29595257412748,25,4.4742221486746825,-0.2876896693815153,-16.88906815801733,0,0
520,644,0.4680954976312892,7966,421.57147573684654,201.200610982059,55,7.711893162959939,0.007234986689755099,19.367699353100576,1,2
521,2100,0.608699946253911,876,166.3404663143474,175.9428453710916,28,2.54033715835731,0.816710057824422,12.194578261747118,1,2
522,711,0.3202141460963638,3031,2586.8398310115717,270.1755314378059,72,4.765995609678111,0.12126618848907277,7.1269380349676545,2,0
523,501,0.859903081817633,4323,620.6780711569769,71.73164515522302,35,2.59445404053091,0.21794284150580612,31.376285980632108,1,1
524,362,0.3817860914413772,3712,274.19776990469126,282.04100110198976,32,-3.0023294901579414,0.34358655456422116,11.509524307760866,0,0
525,978,-0.31407354942753807,15897,259.07026513614534,736.4402370200521,14,4.195555431391757,0.5951285397561092,-16.567244672523202,1,2
526,402,0.2371571081278187,10912,875.5733197838335,252.26833554349497,34,5.056422251552592,0.4259667090579915,24.47525639888959,0,2
527,1318,0.4393203276634217,5684,375.70441699936674,96.4563229030392,44,1.1986091566872812,0.3093467563139747,9.459176514451112,0,1
528,1806,-0.42803459691564305,6467,2618.1863683312295,-4.410513878249844,58,1.2346584570197898,0.1836255960182634,1.5724017065047278,0,0
529,116,0.48299234238825106,6452,9.693392446400594,801.9481945340792,79,2.7089981837007957,0.16989502045401295,-2.3774637159866074,1,1
530,691,0.45515201427286034,5606,253.85439156735316,404.8807521458755,14,2.3468702168111637,0.9466722779405152,3.69671836374501,1,3
531,371,-0.4154019303913281,17161,47.33822284270718,205.0786884591522,31,6.558883617107226,0.8565874657361177,-20.782407225890623,0,2
532,780,1.040207869581733,3007,289.9956506172549,662.9288290477598,55,1.6173857399238665,0.43691851815308347,-7.295835854025249,2,0
533,1289,0.5223136659816165,13778,-126.11660733250392,124.55512418033601,41,2.0739584264747224,1.0523012008755197,-1.18076215632113,1,2
534,775,0.09815683488115101,6735,407.90552643584897,400.6609892659076,64,2.4730497455755778,0.8133267694687989,-9.813102362894533,2,0
535,2193,0.21311464014005488,24,216.63123254960914,241.02348415327344,16,4.673172188742803,0.31465809986696847,-6.458555456248725,0,1
536,398,-0.19785060747061656,3353,121.82425343918345,196.8060473993008,23,2.4094020122164794,0.073321777463965,-6.581591864699625,1,2
537,56,-0.13171918387654802,23092,2424.468874924264,107.66738623828002,24,-1.8836323668125152,1.3448180553156088,29.002217788989718,1,2
538,437,0.5616435989244968,9565,478.5977052447861,552.607569673382,26,3.108495188382387,0.6176218317489041,-15.223731996912868,1,3
539,51,-0.2380579959755913,5791,2684.1586759830407,621.1706582422527,7,5.986039465597289,0.0025756537439642346,16.99948220246711,1,0
540,840,0.0743836260721894,10065,381.8667437390779,91.7314008590387,23,6.343196429289387,0.2839559410483258,-12.714543535187389,2,3
541,923,0.4076846872597095,6055,1123.498977216623,66.14534888696585,43,1.1964279105278204,0.3397287691977613,-8.55625091312168,1,2
542,786,-0.32415747683371177,376,2692.3038058993407,268.0877276628583,72,-1.204729187829743,0.15626621186378278,6.395371388661058,0,2
543,2062,0.25874940561364057,1277,1449.556089557731,154.54765540384767,91,3.5946197337799024,0.5370017565191673,-11.73012043001549,2,0
544,307,0.2123570173827582,1368,-110.05912612213467,737.9742759014692,11,-2.109674433577764,0.07544040756740937,-16.90357828028553,1,1
545,82,1.1142032260885306,5790,719.2550516325273,200.34889376482093,31,5.013478931246024,0.2113036556713628,24.325783562415772,1,2
546,10,0.31912277106091785,169,-367.58795739701907,489.87587793813145,41,-2.416117587771092,0.2404550540749878,-14.770674203492518,0,0
547,1219,0.6857815919597126,12144,495.5947459430681,265.3854332069402,36,-1.508317677296959,0.10458473449133085,-4.397386994942437,0,0
548,-67,-0.6347919228195366,-763,685.6420578676523,9.963750298717756,0,5.542814022485461,0.987668053657341,-4.215511081875334,2,0
549,375,1.0209258217183783,13885,563.954142019049,-98.39330573141223,7,5.732034353135923,0.33751856288274096,26.452967686687444,0,1
550,1528,0.8618255903981662,17666,783.2827846478713,465.4221383185239,18,3.732745709065191,0.09006017060802085,-9.892884064903313,1,2
551,353,0.4891722293195449,5368,2868.582002997612,136.39374200864108,38,4.018135694822332,0.20838027499487063,13.781289295841873,1,1
552,-4,0.4223985815056258,4261,980.8577530999995,143.66853144770926,32,3.5362641049660706,1.2673264669544277,-2.749537289005346,2,1
553,199,0.7876402755996615,10433,372.4721430520168,577.3873740806137,-15,1.5601068193064647,-0.01623994605676303,-23.64667020494894,1,0
554,-213,-0.44528134662890606,4653,649.7558781224828,191.16442226894085,12,5.560005038945604,0.09869468137777382,9.464070484654457,1,2
555,2345,-0.33792312495165,14092,-13.247531644717753,558.9706576276507,20,10.341092741681134,0.06439995034681385,18.70555617105197,0,2
556,2253,1.3808123781570842,-618,694.8019761281644,786.2941644180526,5,6.419001237714306,-0.023652658070416027,18.01064036772127,0,3
557,-239,0.7258570405329022,11884,993.086524715824,763.8528469737175,15,3.306906450250416,0.010880799082812781,3.614397789847061,0,2
558,182,-0.08560409445559658,-821,943.7909526550104,-126.63092761665524,63,3.5871207397342553,1.0413192991101232,-16.848010744319566,1,3
559,559,-0.1798592822846381,9671,344.7249504320034,140.415452740115,23,5.376839573736045,0.8678590515868728,-9.120164123033746,2,0
560,211,0.039265030654540733,2275,184.8007114632856,85.16338413806868,7,2.284397172424538,0.260949944942497,27.761170866665374,0,1
561,739,0.4156698210349056,3155,483.56801147286683,188.82499124844514,33,1.5417747933452182,0.659964276606525,-24.61380660883931,1,3
562,1685,0.2963267001930175,3735,252.68938810927858,30.459185943914406,37,-1.173464956921923,0.9986798334512526,-8.3669361653455,1,0
563,296,0.6917638208430874,6227,630.7682589592498,86.06625491317065,35,-1.0254032378481541,0.34211169423185006,-19.2264043566677,1,3
564,868,0.263387607695975,3347,-55.16755136261577,-136.30352996905452,13,4.453423858975521,0.28870979747136816,-15.036630522191913,0,1
565,2017,0.5810082535086712,1595,992.5557510783806,574.5153708032728,24,3.2024069963245947,0.24639133302881594,-21.65774473399943,1,0
566,371,-0.06103924605592481,10775,654.8095114030772,554.1630728338368,76,4.146058260722079,0.3455303434058546,12.844527467833963,0,0
567,993,0.5361657902596266,1358,601.3366460159075,395.6253647592579,48,3.711825916438599,0.5587372753131999,-18.657361466966982,1,2
568,443,0.0015328313576240538,18275,688.3379352096104,658.4105009666898,38,4.891978288888297,0.630214225646884,-24.008032974608362,1,2
569,278,-0.07824037917601911,80,3253.047310430069,185.68115962691905,14,-1.6887994501754122,0.9668313821533762,-2.4025408188163055,2,3
570,432,0.17786048597855586,1703,220.4850038013455,95.49714087425316,17,2.028761916342618,0.5790030108900505,-18.171516070723094,0,1
571,-8,0.36912047416612204,4961,1048.0954644531244,294.8214617534662,30,4.409978471956913,0.3134480075621181,8.227048603130008,1,2
572,575,0.3713118604831047,-889,194.95298305532447,-53.55658205507264,5,2.221163747933215,0.05331563997518213,0.5039421415554273,2,2
573,-261,-0.23649341725003248,5320,444.67799091162715,50.58872190532048,-6,5.114931903900753,0.10837417553982576,-18.600335727634317,0,1
574,-101,0.6550857521590638,7600,867.1016216414129,168.52735011555134,16,-3.8238269016730895,0.7295898432027225,-7.588315493687901,1,0
575,748,-0.10165495392873958,13517,376.40408368825274,215.53098426220726,12,4.489731273012503,0.1640232552917942,-24.792590331753445,2,0
576,281,-0.26286129474864484,12118,972.5399222178667,119.19242712012493,50,1.8354516461267023,0.6199958071034772,-15.341982302258785,0,2
577,639,0.07289212778920268,1680,3522.7711029980924,266.3747773411923,16,-1.7323053537103474,0.3666103127207415,1.3363085937400214,1,0
578,642,0.031210220076228534,3957,499.18931771869876,33.7704745231072,33,2.148145773795089,0.7826290870380868,11.062740783895094,0,1
579,786,0.1375460197587418,1725,2877.722198703742,203.58315823886997,26,-1.31630901862224,0.571692355279544,-14.3406799937325,2,2
580,668,-0.04670585522781179,843,-20.78141897520709,52.73132835494888,34,2.4936320469436257,0.26730647891018283,28.705124833333343,1,0
581,582,0.6528633809863439,4533,1871.7153204297003,899.7090299324873,19,-0.4737088354076848,0.373602445430692,3.646406352515786,2,0
582,543,0.33885149770000456,-1058,-68.48045978048884,214.14695737831994,36,7.209653710916136,0.5360870946226175,-15.502061071301853,2,1
583,126,-0.21450441971727208,5833,388.92496070065437,953.6904749160208,34,3.072267378487313,0.8752860987173504,-17.751525535566486,1,2
584,613,0.3787885805048501,11803,1065.0014078751856,196.46289544448592,9,-6.768701933887175,0.9389309803456775,-12.982449451812684,2,1
585,649,-0.137493986364571,11801,293.18470385797707,647.6234839544654,39,3.2845770133604733,0.9650554653362473,-12.375357441935115,2,1
586,122,1.3092488633581467,2838,440.84021317299425,548.0803103106718,20,-1.518467221248365,0.4383353537928921,-17.15347838164024,0,1
587,806,-0.05968095917923255,6471,2616.5248351860655,699.5427033080207,12,2.4648014816056674,0.13762199779970888,-17.262388195283776,0,3
588,256,-0.2891661071115901,482,278.27923808175524,49.50338535341441,45,8.176348948306728,0.6931098825123851,10.445844853299974,0,1
589,1317,0.8501903076013317,13364,1353.0321132157935,528.1842621183283,11,1.6376483561439585,0.22870857009167372,0.12571614885248295,0,0
590,195,-0.09539170961763688,1731,92.57781353313968,156.7477058652615,13,3.1786185109287612,0.14631776452498482,9.193074375415051,1,0
591,1229,0.10890795386528224,358,-103.07074512465914,29.14252247858134,22,1.5423380678108898,0.3579088336703439,-15.91296280465226,1,2
592,124,0.07508340651988071,947,660.5900534188987,116.87276398924155,-1,5.242901605198601,0.4173049464457734,-16.467779222602687,0,0
593,720,1.049501291943682,5767,799.3230940306823,129.83737276822242,17,0.025267485089720987,0.3835847473427938,34.87164829670433,0,0
594,772,0.7734049447979441,16566,383.3281571732398,221.2565938940797,41,-0.7875372428004259,0.2612574689602909,-23.22137820166185,0,2
595,-119,0.5536928145222013,9987,-285.9998426293977,54.55369989936611,34,8.580431099465464,0.2483093316974881,-22.38596350517917,2,3
596,527,0.572346392096697,12084,881.3412028208031,799.4552718401485,41,6.010519354818943,0.3877653446997595,2.726010360375625,1,1
597,2326,-0.12415066339522263,14364,404.51484157691164,114.62593822013632,32,5.379102594013225,0.14999565800081885,-19.783821570211906,1,0
598,660,0.03804574528344734,3772,471.42911007043926,313.5651675710109,27,-0.9028674804646009,-0.17877003801005456,20.69852765695939,1,1
599,24,0.5038673546455875,6315,922.6424286849884,134.9774540014928,25,3.8466991747448196,0.5752294822842104,-18.22619669943588,2,2
600,771,-0.36687784668139367,11382,466.63362270614743,346.1562186332893,91,4.889985021543387,0.7469815780188946,10.73151887807169,1,1
601,198,0.4991700045471323,6034,78.32200869887137,338.9872680223718,11,4.683261948525246,0.07188046225740646,10.0302668814818,1,2
602,864,0.36838228540767315,3912,694.8861024823786,147.01228262658984,23,1.9888286386728202,0.8610438400847659,12.487439431331747,0,0
603,-1,-0.10676937211771687,3286,1773.226126940159,641.9570359681429,12,-2.0502966682861654,0.24751468238207017,3.901845629125134,1,2
604,11,0.29396498519463843,3062,1625.5821193507825,647.8270295665628,57,2.6177217095686967,0.05545825635745716,49.413720044116715,2,2
605,-165,0.546551912924683,10019,560.2628011715651,410.76207411378743,19,3.7351000468194817,0.3343108958614635,10.137197134116562,1,0
606,1457,0.6220076092535567,3837,457.4353165934464,-21.53955489467488,40,2.9787135240518063,0.14619087546751108,-1.5857511746503477,1,1
607,-175,1.172393841464916,2812,317.0951674760322,82.54978780564366,40,3.657281382064105,0.1996589194824659,-17.906614452541,0,0
608,1717,0.9764659964972267,2700,640.1452580682446,202.4851642392269,-2,2.245000602070605,0.6263687407890368,-17.947476107430624,1,1
609,695,0.9601590816190332,5571,-149.8881544121797,663.0394114558625,26,4.603187854782191,0.21400170158429685,-24.52583100243293,0,0
610,755,0.23700529407139415,2250,3235.347332075979,323.230136993479,44,9.548326774374996,0.09444454606315765,18.805671819870934,1,3
611,547,-0.08526322192019464,15685,245.26415606481362,887.421581940604,33,2.8480859964841936,0.16802867884967576,-3.5113386834743068,0,0
612,861,0.0748223825836703,5686,343.55693680306246,666.2388058283188,83,1.8727115234058724,0.9758081362273139,-24.862308432993068,2,2
613,386,0.4815597573876296,890,743.3413298953146,-19.89083228016537,86,0.8835850926520068,0.8238551227613358,8.17355051742146,0,0
614,405,0.405413168706914,4269,326.0070821859132,538.3844184854393,18,4.827113917329827,0.33576593075195094,12.130173613871126,0,3
615,-64,-0.08070171909249768,6669,507.3391493804762,161.12462880571974,39,3.001378309841069,0.29477423026607796,-7.748993524388517,1,0
616,312,1.074017511333655,1209,115.10979799055232,441.1984704608447,74,-6.599632461701319,0.33153480801805246,-11.327852059611558,0,2
617,203,0.0973946543767667,5393,773.9646853276779,256.5983904738559,7,5.6665762260103545,0.7997412631007859,-10.256971477565742,2,3
618,610,0.11247148613110991,429,323.4008762497653,180.10164152028472,-5,-2.810750896610052,-0.09987977852258442,-2.359929319886625,2,1
619,369,0.1974298870810393,3679,765.9081055907413,333.8577464708799,-1,-0.059494468773224174,1.0049627180786485,21.994251212918797,0,0
620,8,-0.38330099389089434,8183,922.1985217400307,125.11705544439472,10,3.6156812522550386,0.06047673945406579,4.102662205648599,0,0
621,93,0.5064770059507315,341,746.7063206918647,147.14599896710632,-3,3.6614007393117305,0.08467921278830544,4.331524227745508,0,0
622,262,0.8241274274958094,-558,592.2038509792022,281.09322359372317,58,3.191588568456967,0.28807944063605906,-1.6281349541501626,0,0
623,1589,-0.12655805367020923,2488,2501.094684411992,362.39098891123444,48,2.4793800670299406,0.13946882096129676,-2.060378392664859,1,1
624,112,0.01026653107938047,3500,303.7141327730055,221.49437325807924,41,2.839833248296242,0.36130774063956295,-10.536666868533949,0,0
625,351,1.0575265260687903,17241,65.00900522297093,673.7161137550743,13,3.088853638655541,0.36442644639397115,-7.481962529783253,1,2
626,385,0.8391426220781653,3359,906.7249760462585,262.48091785261715,19,1.1085488801837666,1.1583433037470787,30.362321522974103,0,3
627,1092,-0.3146500555312547,13223,2295.0307169832954,523.2098546115867,58,7.3158155980799995,1.1335648571389243,-25.967730456980192,0,0
628,2438,0.14310803609732708,211,1508.4363366015796,713.9124297257176,45,1.2678883901586524,1.0513438424462764,2.3554649045836413,2,3
629,263,0.04679818458335794,14628,75.13417437931255,294.7193245642954,52,5.418374018533441,0.15712734801808798,1.5721360338365429,0,0
630,1796,0.2828607679586686,1038,1706.2761860434948,836.6058504200168,87,-1.105499166838826,-0.03899093189807115,12.414065833981052,2,0
631,362,-0.02917488205882801,7310,-267.9942679468279,74.50140122941093,9,6.010130063352273,-0.18337490727625763,-23.14530792685217,0,2
632,1044,0.3263205295752968,1856,829.4741689510504,276.0210956247684,60,5.7983044782788005,0.10251329090650635,-8.467704010601764,0,0
633,197,-0.14135911238403276,1672,-75.7258459979385,104.62078262769413,33,1.2544973842665526,1.0703234284889798,-18.547536780526244,0,0
634,299,0.34594924007335803,4146,431.61476824562146,669.4156164695429,66,-4.062759573639094,0.17393141267769133,-14.233484068429561,1,2
635,1486,0.961511382784958,-1380,569.0183425836849,757.7659473446155,15,3.4629802438631576,0.2860112656751558,0.8239678420768968,2,0
636,113,0.7920141087897684,3515,2759.542643365062,463.34167291854743,53,0.7643898040202348,1.4319609108433609,-13.638513124345415,0,1
637,504,0.2918799430495089,12790,-79.12420216209216,374.3389883130744,43,4.649045425424479,0.22723644604934412,-5.595015412638261,1,2
638,622,0.3821756418893436,11450,290.87410957335294,596.6727854366649,73,9.41887957144513,-0.13541828892280405,-22.783437782322686,2,0
639,643,0.5634866012258989,6440,183.03507197707916,176.29910276821565,16,-1.4836113701258256,1.0040054592428338,-20.514061850716452,0,0
